,ts,longitude,latitude,altitude,accuracy,motion_score,y,x
1481,2021-10-27 13:25:41+02:00,13.3757537,52.5279926333333,72.16,11.9548950195313,23.17556534758604,4849221.626999192,1848520.4050183725
1482,2021-10-27 13:25:51+02:00,13.3757036833333,52.52799685,70.489,11.3507347106934,22.00071387605837,4849223.393342259,1848513.733207983
1490,2021-10-27 13:27:11+02:00,13.3757169,52.5279898166667,66.185,12.0754528045654,15.696074806501144,4849222.142006086,1848515.3563032083
1492,2021-10-27 13:27:40+02:00,13.3757042833333,52.52801285,64.559,12.1738157272339,15.950584588860613,4849225.499691539,1848514.1926019874
1497,2021-10-27 13:28:40+02:00,13.3757125833333,52.5280276166667,58.626,12.14905834198,16.563560290886432,4849227.2566802,1848515.66530591
1503,2021-10-27 13:29:40+02:00,13.3756723666667,52.5280183166667,59.053,10.9361400604248,16.550866755817147,4849226.994785026,1848510.0007898111
1504,2021-10-27 13:29:50+02:00,13.3757032166667,52.5280125333333,60.449,10.8884496688843,16.694800875553945,4849225.483466286,1848514.0407075244
1545,2021-10-27 13:36:40+02:00,13.3757012,52.5280177666667,73.246,14.0058822631836,16.569620184209526,4849226.225838466,1848513.8913733757
1560,2021-10-27 13:39:10+02:00,13.3757636,52.5279673166667,65.858,11.1683254241943,16.052485009682332,4849218.032235808,1848521.1469565246
1561,2021-10-27 13:39:20+02:00,13.3757423666667,52.52797045,66.078,11.5475816726685,16.082494463666848,4849218.960143723,1848518.3463544322
1578,2021-10-27 13:42:10+02:00,13.3756420833333,52.5280030166667,63.391,14.6422309875488,15.217821195126696,4849225.697781577,1848505.5392815678
1581,2021-10-27 13:42:40+02:00,13.3756824333333,52.5280397,64.791,10.8224039077759,15.517002301991074,4849229.586180464,1848511.8690587778
1588,2021-10-27 13:43:50+02:00,13.3756526,52.5280239333333,67.964,13.518572807312,15.288463055033032,4849228.216457191,1848507.4574423833
1596,2021-10-27 13:45:10+02:00,13.3758358,52.5280495666667,73.555,12.7947378158569,15.61609066610649,4849227.19170013,1848532.8657112597
1610,2021-10-27 13:47:30+02:00,13.37581925,52.5279437666667,72.313,8.4612283706665,16.441285851932406,4849213.567229543,1848528.1244772894
1618,2021-10-27 13:48:50+02:00,13.3760028166667,52.5279365666667,77.658,9.43631172180176,16.936924853441347,4849208.181465985,1848552.8063144044
1625,2021-10-27 13:50:00+02:00,13.3759922833333,52.5279782,74.132,10.1977405548096,15.808545483243527,4849213.954315892,1848552.3642976794
1627,2021-10-27 13:50:20+02:00,13.3759504666667,52.5279750666667,71.927,9.74861717224121,15.99720526271875,4849214.548468262,1848546.6289259177
1635,2021-10-27 13:51:40+02:00,13.3757543,52.5279400666667,53.06,11.4575052261353,15.611874615428285,4849214.644699643,1848519.2438228694
1641,2021-10-27 13:52:40+02:00,13.3757083666667,52.5279125333333,44.376,12.2605962753296,15.16214253222048,4849212.103942035,1848512.3744198484
1642,2021-10-27 13:52:50+02:00,13.3757158,52.5279028,44.817,11.7240381240845,15.344090967433411,4849210.634328245,1848513.150727241
1654,2021-10-27 13:54:50+02:00,13.3757542166667,52.5279367,49.695,9.97696399688721,16.098808455057846,4849214.200453156,1848519.152968967
1656,2021-10-27 14:50:19+02:00,13.37576475,52.5279685,79.267,2.22376084327698,15.688989041451013,4849218.161327633,1848521.3306168118
